# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260204_135845] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 4 | MAE: 13.7627, RMSE: 22.8488, PCC: 0.9304, R2: 0.6787
[20260204_135943] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 12.1219, RMSE: 16.2637, PCC: 0.9420, R2: 0.8372
[20260204_140010] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 12.1219, RMSE: 16.2637, PCC: 0.9420, R2: 0.8372
[20260204_140046] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 9.6290, RMSE: 12.8811, PCC: 0.9560, R2: 0.8979
[20260204_140112] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 9.6290, RMSE: 12.8811, PCC: 0.9560, R2: 0.8979
[20260204_140227] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 6 | MAE: 10.5833, RMSE: 16.7326, PCC: 0.9359, R2: 0.8277
[20260204_140257] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 6 | MAE: 10.5833, RMSE: 16.7326, PCC: 0.9359, R2: 0.8277
[20260204_140544] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 7 | MAE: 16.5707, RMSE: 27.3753, PCC: 0.8952, R2: 0.5388
[20260204_140612] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 7 | MAE: 16.5707, RMSE: 27.3753, PCC: 0.8952, R2: 0.5388
[20260204_140732] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 8 | MAE: 10.9493, RMSE: 16.3616, PCC: 0.9344, R2: 0.8352
[20260204_140800] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 8 | MAE: 10.9493, RMSE: 16.3616, PCC: 0.9344, R2: 0.8352
[20260204_140910] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 9 | MAE: 10.1188, RMSE: 14.9158, PCC: 0.9581, R2: 0.8631
[20260204_140939] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 9 | MAE: 10.1188, RMSE: 14.9158, PCC: 0.9581, R2: 0.8631
[20260204_141246] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 15.9871, RMSE: 24.9258, PCC: 0.9103, R2: 0.6176
[20260204_141343] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 15.9871, RMSE: 24.9258, PCC: 0.9103, R2: 0.6176
[20260204_204814] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_204829] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_205005] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_205021] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_205231] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_205248] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_205430] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_205446] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_205621] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_205638] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_205846] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_205904] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_210049] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_210105] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_210242] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_210259] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_210508] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_210525] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_210708] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_210724] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 1 | MAE: 2.3157, RMSE: 3.0629, PCC: 0.9971, R2: 0.9942
[20260204_210900] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_210918] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 1 | MAE: 7.6395, RMSE: 10.2872, PCC: 0.9844, R2: 0.9349
[20260204_211125] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_211142] EpiSIG-Net-V5 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 1 | MAE: 18.0342, RMSE: 22.4164, PCC: 0.9527, R2: 0.6907
[20260204_215831] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 3.5825, RMSE: 4.4845, PCC: 0.9959, R2: 0.9876
[20260204_215954] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 3.0198, RMSE: 3.8230, PCC: 0.9968, R2: 0.9910
[20260204_220418] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 1 | MAE: 6.0709, RMSE: 8.6775, PCC: 0.9786, R2: 0.9537
[20260204_220549] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 1 | MAE: 6.4272, RMSE: 9.2967, PCC: 0.9780, R2: 0.9468
[20260204_220827] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_220955] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_221112] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 1 | MAE: 3.7790, RMSE: 4.7266, PCC: 0.9960, R2: 0.9863
[20260204_221236] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 1 | MAE: 3.0198, RMSE: 3.8230, PCC: 0.9968, R2: 0.9910
[20260204_221528] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 1 | MAE: 6.0709, RMSE: 8.6775, PCC: 0.9786, R2: 0.9537
[20260204_221616] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 1 | MAE: 6.4272, RMSE: 9.2967, PCC: 0.9780, R2: 0.9468
[20260204_221732] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_221818] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_221905] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 1 | MAE: 3.5825, RMSE: 4.4845, PCC: 0.9959, R2: 0.9876
[20260204_221951] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 1 | MAE: 3.0198, RMSE: 3.8230, PCC: 0.9968, R2: 0.9910
[20260204_222205] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 1 | MAE: 6.0709, RMSE: 8.6775, PCC: 0.9786, R2: 0.9537
[20260204_222250] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 1 | MAE: 6.4272, RMSE: 9.2967, PCC: 0.9780, R2: 0.9468
[20260204_222407] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_222455] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_222542] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 1 | MAE: 3.5825, RMSE: 4.4845, PCC: 0.9959, R2: 0.9876
[20260204_222630] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 1 | MAE: 3.0198, RMSE: 3.8230, PCC: 0.9968, R2: 0.9910
[20260204_222849] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 1 | MAE: 6.0709, RMSE: 8.6775, PCC: 0.9786, R2: 0.9537
[20260204_222936] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 1 | MAE: 6.4272, RMSE: 9.2967, PCC: 0.9780, R2: 0.9468
[20260204_223057] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260204_223147] EpiSIG-Net-V3 | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 1 | MAE: 10.6298, RMSE: 14.0698, PCC: 0.9643, R2: 0.8782
[20260206_103216] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 3.9839, RMSE: 4.9353, PCC: 0.9962, R2: 0.9850
[20260206_103609] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 13.0852, RMSE: 16.0124, PCC: 0.9729, R2: 0.8422
[20260206_103636] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 3.9839, RMSE: 4.9353, PCC: 0.9962, R2: 0.9850
[20260206_104003] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 14.3926, RMSE: 20.9147, PCC: 0.9481, R2: 0.7308
[20260206_104032] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 13.0852, RMSE: 16.0124, PCC: 0.9729, R2: 0.8422
[20260206_104205] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 14.3926, RMSE: 20.9147, PCC: 0.9481, R2: 0.7308
[20260206_104416] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 3.9839, RMSE: 4.9353, PCC: 0.9962, R2: 0.9850
[20260206_110817] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 3.9839, RMSE: 4.9353, PCC: 0.9962, R2: 0.9850
[20260206_110859] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 13.0852, RMSE: 16.0124, PCC: 0.9729, R2: 0.8422
[20260206_110937] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 14.3926, RMSE: 20.9147, PCC: 0.9481, R2: 0.7308
[20260206_212846] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 1.9735, RMSE: 2.5997, PCC: 0.9940, R2: 0.9878
[20260206_212940] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 5.3732, RMSE: 7.1070, PCC: 0.9706, R2: 0.9085
[20260206_213042] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 7.8444, RMSE: 10.2250, PCC: 0.9114, R2: 0.8106
[20260207_154634] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 1.9735, RMSE: 2.5997, PCC: 0.9940, R2: 0.9878
[20260207_154803] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 5.3732, RMSE: 7.1070, PCC: 0.9706, R2: 0.9085
[20260207_154935] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 7.8444, RMSE: 10.2250, PCC: 0.9114, R2: 0.8106
[20260209_094822] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 2.7341, RMSE: 3.4515, PCC: 0.9934, R2: 0.9784
[20260209_094930] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 4.6899, RMSE: 6.3149, PCC: 0.9648, R2: 0.9278
[20260209_095034] MSTAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 10.3781, RMSE: 13.9299, PCC: 0.8686, R2: 0.6485
[20260410_015615] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 30.2083, RMSE: 38.0910, PCC: 0.9920, R2: -1.6286
[20260410_020116] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 30.5844, RMSE: 38.5629, PCC: 0.9685, R2: -1.6942
[20260410_020540] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 30.5922, RMSE: 38.5725, PCC: 0.8584, R2: -1.6955
[20260410_020639] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 5 | MAE: 2.2186, RMSE: 2.9367, PCC: 0.9925, R2: 0.9844
[20260410_020721] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 5 | MAE: 4.6826, RMSE: 6.2733, PCC: 0.9644, R2: 0.9287
[20260410_020737] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 5 | MAE: 8.6891, RMSE: 10.7031, PCC: 0.9288, R2: 0.7925
[20260410_021125] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 5 | MAE: 30.2082, RMSE: 38.0909, PCC: 0.9920, R2: -1.6286
[20260410_021530] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 5 | MAE: 30.5845, RMSE: 38.5630, PCC: 0.9686, R2: -1.6942
[20260410_021925] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 5 | MAE: 30.5922, RMSE: 38.5725, PCC: 0.8737, R2: -1.6955
[20260410_022337] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 5 | MAE: 30.5917, RMSE: 38.5719, PCC: 0.8660, R2: -1.6954
[20260410_022742] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 5 | MAE: 30.5908, RMSE: 38.5710, PCC: 0.8549, R2: -1.6953
[20260410_022757] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 5 | MAE: 11.0023, RMSE: 13.2654, PCC: 0.9205, R2: 0.6812
[20260410_160043] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 3.9314, RMSE: 4.8933, PCC: 0.9857, R2: 0.9566
[20260410_160113] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 9.7053, RMSE: 11.8175, PCC: 0.9598, R2: 0.7470
[20260410_160147] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 17.0529, RMSE: 21.3952, PCC: 0.9097, R2: 0.1707
[20260410_160247] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 5 | MAE: 2.2186, RMSE: 2.9367, PCC: 0.9925, R2: 0.9844
[20260410_160330] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 5 | MAE: 4.6826, RMSE: 6.2733, PCC: 0.9644, R2: 0.9287
[20260410_160346] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 5 | MAE: 8.6891, RMSE: 10.7031, PCC: 0.9288, R2: 0.7925
[20260410_160411] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 5 | MAE: 3.0464, RMSE: 3.9109, PCC: 0.9864, R2: 0.9723
[20260410_160437] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 5 | MAE: 4.6739, RMSE: 5.9982, PCC: 0.9692, R2: 0.9348
[20260410_160455] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 5 | MAE: 15.5621, RMSE: 18.7088, PCC: 0.9130, R2: 0.3659
[20260410_160519] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 5 | MAE: 4.2398, RMSE: 5.3749, PCC: 0.9841, R2: 0.9477
[20260410_160544] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 5 | MAE: 5.2990, RMSE: 6.8051, PCC: 0.9590, R2: 0.9161
[20260410_160559] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 5 | MAE: 10.9645, RMSE: 13.2195, PCC: 0.9205, R2: 0.6834
[20260410_200710] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 9.0212, RMSE: 11.0128, PCC: 0.9677, R2: 0.7803
[20260410_200830] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 6.8440, RMSE: 8.5017, PCC: 0.9627, R2: 0.8691
[20260410_200951] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 14.1724, RMSE: 18.7088, PCC: 0.8980, R2: 0.3659
[20260410_201146] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 42 | MAE: 2.1850, RMSE: 2.9817, PCC: 0.9930, R2: 0.9839
[20260410_201327] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 42 | MAE: 4.6966, RMSE: 6.3170, PCC: 0.9642, R2: 0.9277
[20260410_201401] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 42 | MAE: 17.1104, RMSE: 20.4982, PCC: 0.8986, R2: 0.2388
[20260410_201458] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 42 | MAE: 8.0194, RMSE: 9.8756, PCC: 0.9673, R2: 0.8233
[20260410_201557] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 42 | MAE: 5.1234, RMSE: 6.5562, PCC: 0.9699, R2: 0.9221
[20260410_201642] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 42 | MAE: 13.8767, RMSE: 16.7327, PCC: 0.9241, R2: 0.4928
[20260410_201729] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 42 | MAE: 3.2466, RMSE: 4.1879, PCC: 0.9850, R2: 0.9682
[20260410_201819] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 42 | MAE: 5.2664, RMSE: 7.3078, PCC: 0.9556, R2: 0.9032
[20260410_201859] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 42 | MAE: 8.1984, RMSE: 11.8669, PCC: 0.8889, R2: 0.7449
[20260410_202411] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 2.7341, RMSE: 3.4515, PCC: 0.9934, R2: 0.9784
[20260410_202506] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 4.6899, RMSE: 6.3149, PCC: 0.9648, R2: 0.9278
[20260410_202556] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 10.3781, RMSE: 13.9299, PCC: 0.8686, R2: 0.6485
[20260410_202653] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_agam, Seed: 42 | MAE: 2.1850, RMSE: 2.9817, PCC: 0.9930, R2: 0.9839
[20260410_202739] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_agam, Seed: 42 | MAE: 4.6966, RMSE: 6.3170, PCC: 0.9642, R2: 0.9277
[20260410_202803] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_agam, Seed: 42 | MAE: 17.1104, RMSE: 20.4982, PCC: 0.8986, R2: 0.2388
[20260410_202841] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_mtfm, Seed: 42 | MAE: 6.2475, RMSE: 7.7098, PCC: 0.9778, R2: 0.8923
[20260410_202920] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_mtfm, Seed: 42 | MAE: 4.7651, RMSE: 6.1925, PCC: 0.9654, R2: 0.9305
[20260410_202955] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_mtfm, Seed: 42 | MAE: 10.1863, RMSE: 13.3763, PCC: 0.8996, R2: 0.6758
[20260410_203038] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: no_pprm, Seed: 42 | MAE: 2.9161, RMSE: 3.7894, PCC: 0.9869, R2: 0.9740
[20260410_203109] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 7, Ablation: no_pprm, Seed: 42 | MAE: 5.3184, RMSE: 7.3763, PCC: 0.9551, R2: 0.9014
[20260410_203140] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 14, Ablation: no_pprm, Seed: 42 | MAE: 7.9462, RMSE: 11.4121, PCC: 0.8899, R2: 0.7641
[20260810_221748] MSAGAT-Net | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 2.7341, RMSE: 3.4515, PCC: 0.9934, R2: 0.9784
[20260810_221904] MSAGAT-Net.pprm-multistep.sgate | Dataset: nhs_timeseries, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 3.4124, RMSE: 4.3016, PCC: 0.9880, R2: 0.9665
