run_token,family,arm,dataset,horizon,seed,window,ablation,use_adj,sim_mat,target_space,quantiles,n_quantiles,attn_exp,renewal,renewal_lag,gi_fix,level_cap,model_column,n_test,rmse_npz,rmse_csv,has_val,has_quantiles,git_commit,mode,best_epoch,n_params,timestamp,npz_path,ckpt_path,manifest_path,consistency
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-rank2,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-rank2,70,1641.58089,1641.58089,True,True,,,,,20260819_073242,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewal_lag0,True,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,70,1728.825644,1728.825644,True,True,,,,,20260819_112447,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres-renewal_lag0,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,70,1387.366023,1387.366023,True,True,,,,,20260819_115606,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,70,1579.655316,1579.655316,True,True,,,,,20260819_120317,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-giunif,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7,70,1624.883541,1624.883541,True,True,,,,,20260820_092811,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-giunif.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter-renewres,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7,70,1372.014743,1372.014743,True,True,,,,,20260820_042058,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter-renewres.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,14,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14,70,1499.437877,1499.437877,True,True,,,,,20260820_041011,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal14.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,5.2-1.72,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72,70,1540.518413,1540.518413,True,True,,,,,20260820_103138,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.gifix5.2-1.72.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-reniter,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7,70,1504.62542,1504.62542,True,True,,,,,20260820_022455,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-reniter.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-scorenorm,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-scorenorm,70,1291.095158,1291.095158,True,True,,,,,20260819_071806,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-scorenorm.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre-temp,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-temp,70,1281.104586,1281.104586,True,True,,,,,20260819_024303,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-temp.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,70,1283.29067,1283.29067,True,True,,,,,20260819_020838,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal,70,2038.925323,2038.925323,True,True,,,,,20260819_111516,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,21,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal21,70,1974.428012,1974.428012,True,True,,,,,20260819_114552,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal21.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,nodecay-regpre,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre.renewal7,70,1683.673616,1683.673616,True,True,,,,,20260819_113527,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,3,42,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,1328.714578,1328.714578,True,True,,,,,20260814_031821,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj,MSAGAT-Net,current,japan,3,42,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,70,1385.142578,1385.142547,True,False,,,,,20260811_091745,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.npz,save_all/MSAGAT-Net.japan.w-20.h-3.none.seed-42.with_adj.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,japan,3,45,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,70,2061.226196,2061.226196,True,True,,,,,20260819_083901,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_all/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,3,45,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,2001.59256,2001.59256,True,True,,,,,20260814_031831,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj,MSAGAT-Net,current,japan,3,45,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,70,1399.327271,1399.327249,True,False,,,,,20260811_091807,report/predictions/japan/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.npz,save_all/MSAGAT-Net.japan.w-20.h-3.none.seed-45.with_adj.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.no_agam.seed-42.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,5,42,20,no_agam,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,1514.794226,1514.794226,True,True,,,,,20260819_020152,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.no_agam.seed-42.with_adj.loggrowth.quant.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.no_agam.seed-42.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,japan,5,1000,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,70,1410.963852,1410.963852,True,True,,,,,20260819_084601,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,5,1000,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,1393.71558,1393.71558,True,True,,,,,20260814_031842,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj,MSAGAT-Net,current,japan,5,1000,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,70,1659.648804,1659.648833,True,False,,,,,20260811_091926,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-1000.with_adj.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,japan,5,123,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,70,1319.93866,1319.93866,True,True,,,,,20260819_084434,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,5,123,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,1246.778732,1246.778732,True,True,,,,,20260814_031853,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj,MSAGAT-Net,current,japan,5,123,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,70,1563.160522,1563.16058,True,False,,,,,20260811_091915,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-123.with_adj.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth,MSAGAT-Net,current,japan,5,30,20,none,True,default,loggrowth,False,,,False,,,,MSAGAT-Net.loggrowth,70,1691.712036,1691.712003,True,False,,,,,20260811_045756,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant.exp-nodecay-regpre,MSAGAT-Net,current,japan,5,30,20,none,True,default,loggrowth,True,,nodecay-regpre,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,70,1502.599335,1502.599335,True,True,,,,,20260819_084216,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant.exp-nodecay-regpre.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant.exp-nodecay-regpre.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant,MSAGAT-Net,current,japan,5,30,20,none,True,default,loggrowth,True,,,False,,,,MSAGAT-Net.loggrowth.quant,70,1467.354874,1467.354874,True,True,,,,,20260814_031908,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.loggrowth.quant.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj,MSAGAT-Net,current,japan,5,30,20,none,True,default,level,False,,,False,,,,MSAGAT-Net,70,1577.403442,1577.403484,True,False,,,,,20260811_091852,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep,MSAGAT-Net,current,japan,5,30,20,none,True,default,level,False,,,False,,,,MSAGAT-Net.pprm-multistep,70,1508.287476,1508.287439,False,False,,,,,20260811_025718,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep.sgate,MSAGAT-Net,current,japan,5,30,20,none,True,default,level,False,,,False,,,,MSAGAT-Net.pprm-multistep.sgate,70,1429.016846,1429.016882,False,False,,,,,20260811_034353,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep.sgate.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.pprm-multistep.sgate.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.sgate,MSAGAT-Net,current,japan,5,30,20,none,True,default,level,False,,,False,,,,MSAGAT-Net.sgate,70,1465.06604,1465.066039,False,False,,,,,20260811_032213,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.sgate.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-30.with_adj.sgate.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,False,,,False,,,,MSAGAT-Net.loggrowth,70,1249.290161,1249.290198,True,False,,,,,20260811_045655,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.npz,save_all/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regent,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regent,70,1346.953799,1346.953799,True,True,,,,,20260819_075050,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regent.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-adjstd-lrx10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10,70,1290.753222,1290.753222,True,True,,,,,20260819_074541,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd-lrx10.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-adjstd,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-adjstd,70,1301.093717,1301.093717,True,True,,,,,20260819_071241,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-adjstd.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-init10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-init10,70,1412.42213,1412.42213,True,True,,,,,20260819_025244,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-init10.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-lrx10,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-lrx10,70,1355.854426,1355.854426,True,True,,,,,20260819_070030,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-lrx10.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-multgate,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-multgate,70,1541.985905,1541.985905,True,True,,,,,20260819_072754,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-multgate.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-rank16,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-rank16,70,1388.962988,1388.962988,True,True,,,,,20260819_073836,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank16.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-rank2,False,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-rank2,70,1693.885532,1693.885532,True,True,,,,,20260819_073344,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-rank2.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewal_lag0,True,,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal,70,1843.925202,1843.925202,True,True,,,,,20260819_112659,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewal_lag0.renewal.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres-renewal_lag0,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7,70,1844.526594,1844.526594,True,True,,,,,20260819_115731,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres-renewal_lag0.renewal7.pt,,manifest_missing
MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,MSAGAT-Net,current,japan,5,42,20,none,True,default,loggrowth,True,,nodecay-regpre-renewres,True,7,,,MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7,70,1712.593947,1712.593947,True,True,,,,,20260819_120406,report/predictions/japan/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.npz,save_attn/MSAGAT-Net.japan.w-20.h-5.none.seed-42.with_adj.loggrowth.quant.exp-nodecay-regpre-renewres.renewal7.pt,,manifest_missing
